Title;Year;Classification;Duration;Genre;Directors;Writers;Cast;TechCrew
Em Legítima Defesa - Encontro Com a Morte;1965;;98 min;['Drama', 'Crime'];['Arthur Duarte'];['Arthur Duarte'];['Fernando Pereira', 'Irma Alvarez', 'José Silva (II)', 'Márcia Rocha', 'Orlando Villar', 'Oscar Cardona', 'Rodolfo Arena', 'Rosita Thomaz Lopes'];{'Adaptação': [['Eduardo Metzner Leone']], 'Anotação': [['Gilberto de Macedo']], 'Assistente': [['Francisco Duarte']], 'Assistente de Imagem': [['Afonso Viana']], 'Assistente de Montagem': [['Ismar Porto']], 'Assistente de Produção': [['João Reis']], 'Assistente de Realização': [['Luís Mendes']], 'Assistente Geral': [['José Silva (II)']], 'Canções por': [['Ernani Costa', 'Ellen de Lima']], 'Caracterização': [['Ronaldo de Abreu']], 'Cenários': [['Francisco Regis']], 'Chefe de Iluminação': [['Rizzomar Galvão']], 'Construções': [['Francisco Duarte']], 'Decoração': [['Jorge Moreira']], 'Diálogos': [['Jesús Pinto Pacheco']], 'Direcção de Montagem': [['Arthur Duarte']], 'Direcção de Produção': [['Adhemar Gonzaga']], 'Direcção de Som': [['Alberto Viana']], 'Direcção Musical': [['Jaime Mendes']], 'Efeitos Especiais': [['Walther Goulart', 'Geraldo José']], 'Fotografia': [['Aurélio Rodrigues']], 'Letra das Canções': [['Noel de Arriaga']], 'Maquinista': [['José Vieira']], 'Montagem Negativo': [['Paula Gracel']], 'Música': [['Jaime Mendes']], 'Patrocínio': [['Mário Correia']], 'Planificação/Sequência': [['Eduardo Metzner Leone', 'Arthur Duarte']], 'Produção': [['Carioca Filmes', 'Marsouco Filmes', 'Produções Arthur Duarte-PAD']], 'Produção Executiva': [['Jaime de Paiva']], 'Sonoplastia': [['Hélio Barroso Neto']], 'Supervisão': [['Jaime de Paiva']], 'Vestuário': [['Bernardette Bezerra']]}
Deixem-me ao Menos Subir às Palmeiras...;1975;N/C;67 min;['Documentário'];['Joaquim Lopes Barbosa'];[];['Estevão Macunguel', 'Gabriel Chiau', 'Helena Ubisse', 'Malangatana Valente'];{'Adaptação': [['Lopes Barbosa', 'Joaquim Lopes Barbosa']], 'Assistente de Produção': [['Luiz Beira']], 'Assistente de Realização': [['Aníbal Ferreira', 'Faria Nunes']], 'Assistente Geral': [['Luís Perdiz']], 'Autor da Obra Original': [['Luís Bernardo Honwana']], 'Caracterização': [['Carlos Vaz Perdiz']], 'Diálogos': [['Lindo Lhongo']], 'Direcção de Som': [['Fernando Silva (I)']], 'Execução Musical': [['Jorge Paixão', 'Xikuwa-Kwa', 'Kwhekweti', 'Jaimito']], 'Fotografia': [['Joaquim Lopes Barbosa']], 'Fotografia de Cena': [['Salvador Ribeiro']], 'Iluminação': [['C. Lopes', 'J. Marques']], 'Maquinista': [['João Ricardo']], 'Montagem': [['Joaquim Lopes Barbosa']], 'Música': [['Mundanwo Oblino Mabyaya']], 'Operador de Imagem': [['Bonito Ramos', 'Aníbal Ferreira']], 'Planificação/Sequência': [['Joaquim Lopes Barbosa']], 'Poemas': [['António Jacinto', 'Orlando Mendes', 'Lindo Lhongo']], 'Produção': [['Courinha Ramos']], 'Produção Executiva': [['Courinha Ramos']], 'Sonoplastia/Mistura': [['Fernando Silva (I)']]}
Crónica de Emigrados;1979;N/C;135 min;['Documentário'];['Manuel Madeira'];['Manuel Madeira'];[];{'Direcção de Som': [['Manuel Madeira']], 'Distribuição': [['Yvette Tessaro']], 'Fotografia': [['Gilles Moizon']], 'Montagem': [['Manuel Madeira']], 'Produção': [['Yvette Tessaro', 'Manuel Madeira']], 'Sonoplastia/Mistura': [['Jean Commo']]}
Crime de Amor - Triangulo;1972;M/17;103 min;['Drama', 'Crime'];['Rafael Moreno Alba'];['Rafael Moreno Alba'];['Américo Coimbra', 'Baptista Fernandes', 'Correia da Silva', 'Francisco Braña', 'José Mensurado', 'Máximo Valverde', 'Nuria Espert', 'Sandra dos Santos', 'Serge Farkas'];{'Anotação': [['Carmen Salas']], 'Apoio': [['Pacheco']], 'Assistente de Caracterização': [['Nina']], 'Assistente de Imagem': [['José Cobos Carrascal', 'Vítor Estevão']], 'Assistente de Produção': [['Constante Marques']], 'Assistente de Realização': [['Paulino González']], 'Caracterização': [['Paloma Fernández']], 'Chefe de Produção': [['Carol Regalado']], 'Decoração': [['Pablo A. Gago', 'Rafael Borque']], 'Diálogos': [['Rafael Moreno Alba']], 'Direcção de Produção': [['Alfredo Caldeira', 'Manuel Torres']], 'Fotografia': [['Francisco Sempere']], 'Fotografia de Cena': [['Apollo']], 'Montagem': [['Pedro del Rey']], 'Operador de Imagem': [['Domingo Solano']], 'Outros': [['Manuel Raposo', 'Ruy Noronha']], 'Planificação/Sequência': [['Rafael Moreno Alba']], 'Produção': [['A.C. Filmes', 'Talia Film']], 'Produção Executiva': [['Victor Zapata', 'Américo Coimbra']], 'Produtor Associado': [['Francisco de Castro']], 'Vestuário': [['Pestana & Brito']]}
Chikwembo! - Sortilégio Africano;1953;;73 min;['Melodrama'];['Carlos Marques'];['Felipe de Solms', 'Carlos Marques'];['Alberto Araújo', 'Carlos Andrade', 'Dulcídio Soares', 'Gustavo Guex', 'Leonor Maia', 'Moreira da Silva'];{'Anotação': [['Odette Claude de Solms']], 'Colaboração': [['Alfredo Rodrigues']], 'Diálogos': [['Ilídio Rocha', 'Felipe de Solms']], 'Direcção de Som': [['Enrique Domínguez']], 'Fotografia': [['Alfredo Cristino Gomes']], 'Locução': [['Raul Feio']], 'Montagem': [['Carlos Marques', 'Maria Beatriz']], 'Música': [['Belo Marques']], 'Operador de Imagem': [['João Silva (I)']], 'Outros': [['Jaime Filipe', 'Matos Ferreira']], 'Planificação/Sequência': [['Carlos Marques']], 'Produção': [['Felipe de Solms']], 'Produção Executiva': [['Felipe de Solms']], 'Texto': [['Fausto Duarte']], 'Voz': [['José Amaro', 'Ruy de Carvalho', 'Álvaro Benamor']]}
Cardo as Charlot no Politeama;1916;N/C;1m 20s;['Cómico'];['Ernesto de Albuquerque'];[];['Cardo'];{'Fotografia': [['Ernesto de Albuquerque']], 'Produção': [['Ernesto de Albuquerque']]}
25 Canções de Abril;1977;N/C;56 min;['Documentário'];[];[];[];{'Direcção de Som': [['Vítor Duarte']], 'Fotografia': [['Manuel Vide', 'Mário Cabrita Gil', 'Carlos Gaspar']], 'Montagem': [['Luís Gaspar']], 'Produção': [['Central Distribuidora Livreira - CDL']], 'Produção Executiva': [['Vítor Duarte', 'Vítor Baptista']], 'Supervisão': [['Luís Gaspar']]}
Mil e Uma;1996;;73 min;['Drama'];['Susana Moraes'];['Susana Moraes'];['Alexandre Borges', 'Cecil Thire', 'Claudio Mamberti', 'Cristina Guinle', 'Fabio Namakami', 'Giovanna Gold', 'Hamilton Vaz Pereira', 'José Lewgoy', 'José Mayer', 'José Rubens Xaxa', 'Lélia Abramo', 'Miguel Faria Jr.', 'Vera Holtz', 'Walmor Chagas'];{'Adereços': [['Mari Stokler', 'Gualter Pupo']], 'Direcção de Fotografia': [['Affonso Beato']], 'Direcção de Montagem': [['Marta Luz']], 'Direcção de Som': [['Bruno Fernandes']], 'Guarda-Roupa': [['Marcelo Pires']], 'Música': [['Péricles Cavalcanti']], 'Produção': [['Madragoa Filmes', '1001 Filmes']], 'Produtor': [['Paulo Branco', 'Miguel Faria Jr.']], 'Produtor Executivo': [['Carlos Alberto Dinis']]}
O Vulcão Destruidor;2000;;5 min;['Animação'];[];[];[];{}
O Lobo e a Menina Sem Medo;1999;;5 min;['Animação'];[];[];[];{}
Zé e o Pinguim;2001;;7 min;['Animação', 'Curta-metragem'];['Francisco Lança'];['Francisco Lança', 'Joana Imaginário'];[];{'Animação': [['Francisco Lança']], 'Montagem': [['Carlos Silva']], 'Produtor Executivo': [['António Costa Valente']]}
Táxi!;2001;;7m 42s;['Animação', 'Curta-metragem'];['Isabel Aboim Inglêz'];[];[];{'Apoio Financeiro': [['ICA - Instituto do Cinema e do Audiovisual']], 'Guião': [['Isabel Aboim Inglêz']], 'Montagem': [['Nuno Amorim', 'Isabel Aboim Inglêz']], 'Música': [['Emídio Buchinho']], 'Produção': [['Animais AVPL']], 'Produtor Executivo': [['Paulo Curado']], 'Som': [['Emídio Buchinho']]}
Jantar em Lisboa;2007;;10 min;['Animação', 'Curta-metragem'];['André Carrilho'];['João Paulo Simões'];[];{'Animação': [['André Carrilho', 'Manu Militão', 'Cristiano Salgado']], 'Direcção de Arte': [['André Carrilho', 'Luís Lázaro']], 'Montagem': [['André Carrilho']], 'Música': [['João Paulo Simões']], 'Produção': [['Animais AVPL']], 'Produtor Executivo': [['Paulo Curado']], 'Som': [['Paulo Curado']]}
O Espelho Lento;2010;;23 min;['Curta-metragem', 'Drama'];['Solveig Nordlund'];[];['Carlota Duran', 'Custódia Gallego', 'Gracinda Nave', 'Joana Bárcia', 'João Pinto Nogueira-Pinconé', 'Marta Peneda', 'Richard Zimler', 'Rui Morrison', 'Teresa Lobão', 'Xana Abreu'];{'Colorista': [['Gonçalo Ferreira']], 'Montagem': [['Renata Sancho']], 'Música': [['Pedro Marques']], 'Produção': [['Ambar Filmes']], 'Som': [['Armanda Carvalho']]}
Cães Marinheiros;2007;;6m 30s;['Animação', 'Curta-metragem'];['Joana Toste'];['André Ferrão', 'Joana Toste'];[];{'Animação': [['André Marques (I)', 'André Ferrão', 'Joana Toste']], 'Montagem': [['Nuno Lacerda', 'André Ferrão', 'Joana Toste']], 'Música': [['Manuel Tentúgal']], 'Música Original': [['José Peixoto']], 'Produção': [['António Costa Valente', 'Abi Feijó', 'Davide Freitas']], 'Som': [['Manuel Tentúgal']]}
Clandestino;2000;;7m 32s;['Animação'];['Abi Feijó'];['Abi Feijó', 'Diana Andringa'];[];{'Animação': [['Regina Pessoa', 'Abi Feijó']], 'Direcção de Fotografia': [['Abi Feijó']], 'Montagem': [['Abi Feijó', 'Regina Guimarães', 'Saguenail']], 'Música': [['Manuel Tentúgal']], 'Produtor Executivo': [['Abi Feijó', 'Davide Freitas']], 'Som': [['Manuel Tentúgal']]}
João Mata Sete;2002;;73 min;['Animação'];['Carlos Silva', 'Vítor Lopes', 'António Costa Valente'];['Silvino Fernandes'];[];{'Produção': [['Paul Thiltges', 'António Costa Valente', 'Valentin Carrera']]}
Portas Fechadas;1999;;2 min;['Animação'];['Rui Nelson'];['Rui Nelson'];[];{'Animação': [['Rui Nelson']], 'Montagem': [['Carlos Silva']], 'Produtor Executivo': [['António Costa Valente']], 'Som': [['Carlos Silva']]}
Avanca 1999;1999;;;['Animação'];['Vítor Lopes'];['Vítor Lopes'];[];{'Produtor Executivo': [['António Costa Valente']], 'Som': [['Carlos Silva']]}
Abecedário;1998;;;['Animação'];['André Marques (I)'];[];[];{'Animação': [['André Marques (I)']]}
Woods;1996;;1m 30s;['Animação'];['Francisco Lança'];['Francisco Lança'];[];{'Animação': [['Francisco Lança']], 'Montagem': [['Francisco Lança']]}
Raízes;1997;;1m 30s;['Animação'];['Francisco Lança'];['Francisco Lança'];[];{'Animação': [['Francisco Lança']], 'Montagem': [['Francisco Lança']]}
África;1998;;3 min;['Animação'];['Francisco Lança'];['Francisco Lança'];[];{'Animação': [['Francisco Lança']], 'Montagem': [['Francisco Lança']]}
SHSHSH - Sintonia Incompleta;1999;;3 min;['Animação', 'Curta-metragem'];['Mário Jorge da Silva Neves'];['Mário Jorge da Silva Neves'];[];{'Produtor Executivo': [['Paulo Cambraia']]}
Histórias Desencantadas;2000;;8 min;['Animação'];['Vítor Lopes'];['Vítor Lopes'];[];"{'Animação': [[""Paulo D'Alva""]], 'Montagem': [['Carlos Silva']], 'Produção': [['António Costa Valente']], 'Produtor Executivo': [['Humberto Santana']]}"
O Movimento das Coisas;1986;N/C;85 min;['Documentário'];['Manuela Serra'];['Manuela Serra'];[];{'Assistente de Imagem': [['João Maia']], 'Assistente de Produção': [['João Beato']], 'Assistente de Realização': [['Teresa Vasconcelos e Sá', 'Domingos Sidónio']], 'Direcção de Fotografia': [['Gérard Collet']], 'Direcção de Produção': [['Antónia Seabra']], 'Direcção de Som': [['Richard Verthé']], 'Electricista': [['Carlos Sequeira', 'Vasco Sequeira', 'Sotto Mayor']], 'Fotografia de Cena': [['Roberto Gonçalves']], 'Genérico': [['José João', 'Salvador Nogueira']], 'Mistura de Som': [['Luís Barão']], 'Montagem': [['Dominique Rolin', 'Manuela Serra']], 'Música': [['José Mário Branco']], 'Produção': [['Manuela Serra']], 'Sonoplastia': [['Luís Martins Saraiva']]}
Manos;2000;;1m 20s;['Animação', 'Curta-metragem'];['Nuno Beato'];['Nuno Beato'];[];{'Animação': [['Nuno Beato', 'Nuno Beato']], 'Criação Gráfica': [['Nuno Beato']], 'Música': [['Paulo Almeida']], 'Produção': [['Sardinha em Lata, Lda']]}
TV;1999;;2m 10s;['Animação'];['Nuno Beato'];[];[];{'Animação': [['Nuno Beato']], 'Animação 3D': [['João Fazenda']], 'Cenários': [['João Fazenda']], 'Colaboração': [['Rita Beato']], 'Guarda-Roupa': [['Emília Lemos', 'Esperança Beato']], 'Música': [['Mão Morta']], 'Produção': [['Lampadacesa', 'Sardinha em Lata, Lda']], 'Sonoplastia': [['Paulo Almeida']]}
Ilha de S. Miguel;1945;;;['Documentário'];[];[];[];{}
Festa no Parque Proletário;1945;;;['Documentário'];['Artur Costa de Macedo'];[];[];{}
Exercícios Finais da Escola do Exército na Região de Serpa;1945;;;['Documentário'];[];[];[];{}
O XV Portugal-Espanha em Futebol;1945;;;['Documentário'];['Arthur Duarte'];[];[];{}
Construções Navais;1945;;4m 26s;['Documentário'];[];[];[];{'Produção': [['Atlante Filmes']]}
O Vidro;1944;;;['Curta-metragem'];['Manuel Santos'];[];[];{}
Viagem de Sua Eminência o Cardeal Patriarca de Lisboa;1944;;;['Documentário'];['António Lopes Ribeiro'];[];[];{}
Serra da Estrela - Gouveia;1944;N/C;14m 22s;['Documentário'];['Armando de Miranda'];[];[];{'Canções por': [['António Coutinho']], 'Fotografia': [['Manuel Luís Vieira', 'Octávio Bobone']], 'Música': [['Jaime Mendes']], 'Produção': [['Armando de Miranda']]}
Segunda Conferência da União Nacional;1944;;8m 38s;['Documentário'];[];[];[];{'Colaboração': [['Emissora Nacional']], 'Direcção de Fotografia': [['Alfredo Cristino Gomes', 'Manuel Luís Vieira']], 'Direcção de Som': [['Enrique Domínguez']], 'Produção': [['SPAC']]}
Madalena... Zero em Comportamento;1944;N/C;87 min;['Ficção'];['Pedro Otzoup'];['Miklos Kadar'];['Francis Alba', 'Francisco Melgares', 'Irasema Dilian', 'Leonor Maia', 'Luís Arroyo', 'Mary Bru', 'Óscar de Lemos', 'Pedro Mascaró', 'Pedro Valdivielso', 'Pilarín Guerrero', 'V. Feix', 'Virgílio Teixeira'];{'Anotação': [['Luís Garcia']], 'Assistente de Imagem': [['Aurelio G. Larraya', 'Federico G. Larraya']], 'Assistente de Produção': [['Alberto F. Garagarza']], 'Assistente de Realização': [['José María Téllez Satué']], 'Autor da Obra Original': [['Miklos Kadar']], 'Cabeleireiro/a': [['Pilar Campanals']], 'Canções por': [['Maria Teresa de Noronha', 'Maria Margarida']], 'Coordenação': [['Eduardo García Maroto']], 'Coreografia': [['Jorge Halpern García']], 'Decoração': [['Joaquín Carrasco', 'Amalio M. Garí']], 'Direcção de Som': [['Fermín Rodríguez Mujica']], 'Fotografia': [['Enzo Serafin', 'Alfonso Nieva']], 'Fotografia de Cena': [['Carlos Pérez de Rozas']], 'Montagem': [['Petra de Nieve']], 'Música': [['Norberto Silva', 'Eduardo F. Baptista', 'Armando Fernandes']], 'Outros': [['Manuel Miralles', 'Antonio Mos']], 'Patrocínio': [['Vicente Alcântara']], 'Planificação/Sequência': [['Almeida Amaral', 'Fernando Santos']], 'Produção': [['João Lopes de Vilhena', 'Produtores Asociados']], 'Produção Executiva': [['Cesar Cobiau', 'João Lopes de Vilhena']], 'Vestuário': [['Modas Marbel']]}
O Louco;1946;N/C;;['Ficção-Científica'];['Victor Manuel'];['Victor Manuel'];['Alice Tavares', 'António Domingues', 'Filipe de Andrade', 'João Amaro', 'Maria de Lurdes', 'Olga Cabral', 'Víctor Meadela'];{'Fotografia': [['Victor Manuel']], 'Montagem': [['Victor Manuel']], 'Planificação/Sequência': [['Victor Manuel']], 'Produção': [['Victor Manuel']], 'Produção Executiva': [['Victor Manuel']]}
Gentes Que Nós Civilizámos;1944;;;['Documentário', 'Curta-metragem'];['António Lopes Ribeiro'];[];[];{}
Évora - Museu de Portugal;1944;;;['Documentário'];['Fernando Carneiro Mendes'];[];[];{'Direcção de Fotografia': [['Fernando Carneiro Mendes']], 'Produção': [['Fernando Carneiro Mendes']]}
Aldeia Olímpica da Mocidade Portuguesa na Quinta dos Ulmeiros;1944;;;['Documentário'];[];[];[];{}
A Terra e Nós;1943;;;['Documentário'];[];[];[];{}
Luanda;1943;;10 min;['Documentário'];['António de Sousa'];[];[];{'Produção': [['António de Sousa']]}
Homenagem das Forças Armadas a Sua Exª o Sr. Presidente da República;1943;N/C;16m 25s;['Documentário'];[];[];[];{'Produção': [['Serviços Cartográficos do Exército']]}
O Escaravelho da Batateira;1943;;;['Documentário'];['Adolfo Coelho'];[];[];{}
Cultura do Tomate em Portugal;1943;;;['Documentário'];[];[];[];{}
180 Metros em Évora;1943;;;['Documentário', 'Curta-metragem'];['Alzer Barreto'];[];[];{}
O Caminho da Vida;1943;;;['Curta-metragem'];['Arthur Duarte'];[];[];{}
Uma Despensa Viva - A Criação Caseira de Coelhos;1942;;;['Documentário'];['Adolfo Coelho'];[];[];{}
A Terra Portuguesa Pode Produzir Mais - A Cultura da Batata na Vinha;1942;;;['Documentário'];['Adolfo Coelho'];[];[];{}
II Exposição Nacional de Floricultura;1941;;;['Documentário'];['Adolfo Coelho'];[];[];{}
S. Tomé e Príncipe;1941;;;['Documentário'];['António Lopes Ribeiro'];[];[];{}
Reportagem da Manifestação ao Senhor Dr. Oliveira Salazar;1941;;;['Documentário'];[];[];[];{}
Recrutas de Sapadores de Caminhos de Ferro;1941;;;['Documentário'];[];[];[];{}
Pescadores de Setúbal;1941;;;['Documentário'];[];[];[];{'Produção': [['Serviços Cartográficos do Exército']]}
Miúdo do Terço;1941;;;['Ficção'];['Francisco Ribeiro - Ribeirinho'];[];[];{}
Maria da Fonte;1941;;;['Ficção'];['Leitão de Barros'];[];[];{}
Manifestação Nacional a Salazar;1941;;;['Documentário'];['António Lopes Ribeiro'];[];[];{}
Laboratório de Dermoplastia;1941;;;['Documentário'];['Fernando Carneiro Mendes'];[];[];{'Direcção de Fotografia': [['Fernando Carneiro Mendes']], 'Produção': [['Fernando Carneiro Mendes']]}
Jardins de Lisboa - I Exposição Nacional de Floricultura;1941;;;['Documentário'];['Adolfo Coelho'];[];[];{}
Instrução de Pontoneiros;1941;;;['Documentário'];[];[];[];{}
Instrução de Cavalaria;1941;;;['Documentário'];[];[];[];{}
Feiras e Mercados;1941;N/C;;['Documentário'];['Adolfo Coelho'];[];[];{'Comentários': [['Américo Santos']], 'Direcção Musical': [['Américo Santos']], 'Fotografia': [['Manuel Luís Vieira']], 'Produção': [['Ministério da Economia', 'Direcção Geral dos Serviços Agrícolas']]}
Exercícios de Escuteiros;1941;;;['Documentário'];[];[];[];{}
Demonstrações na Fábrica de Pólvoras Físicas e Artifícios de Barcarena;1941;;;['Documentário'];[];[];[];{}
Porto de Abrigo;1940;;;['Documentário'];[];[];[];{}
Parada de Pecuária de Braga;1940;;;['Documentário'];['Adolfo Coelho'];[];[];{}
Palácio Escolar Modelo;1940;;;['Documentário'];[];[];[];{}
A Mulher, a Serra e o Mar;1940;;;['Documentário'];['Armando de Miranda'];[];[];{}
Câmara Municipal do Porto - Serviço de Águas;1941;;;['Documentário'];['André Pereira de Moura'];[];[];{}
Um Passeio no Bosque Club;1940;;;['Documentário'];['Silvino Santos'];[];[];{'Produção': [['Agesilau de Araújo']]}
Vila do Conde;1940;N/C;;['Documentário'];['Aquilino Mendes'];[];[];{'Fotografia': [['Aquilino Mendes']], 'Produção': [['Aquilino Mendes']]}
Tubarões de Água Doce;1940;;;['Curta-metragem'];[];[];[];{}
Transporte de Cavalos por Via Marítima Para o Exército;1940;;;['Documentário'];[];[];[];{}
"O Salvamento do ""Cabo Sardão""";1940;;6 min;['Documentário'];['Armando da Silva Brandão'];[];[];{'Produção': [['SPAC']]}
"Recuperação da Draga ""Alcântara""";1940;;;['Documentário'];[];[];[];{}
Processos Modernos de Realização de Modelos de Animais por Formação Directa;1940;;;['Documentário'];['Fernando Carneiro Mendes'];[];[];{'Direcção de Fotografia': [['Fernando Carneiro Mendes']], 'Produção': [['Fernando Carneiro Mendes']]}
Primeira Travessia Aérea do Atlântico Sul;1940;;;['Documentário'];['Raul Faria da Fonseca', 'Fernando Fragoso'];[];[];{}
A Bilharzcose;1941;;;['Documentário'];['Pereira da Silva', 'Luís Figueira'];[];[];{}
Aspectos de Ginástica;1941;;;['Documentário'];[];[];[];{}
Aspectos de Esgrima;1941;;;['Documentário'];[];[];[];{}
Armazéns Grandella;1941;;;['Documentário'];[];[];[];{'Produção': [['Manuel Gomes da Silva']]}
Mosquito, Inimigo do Homem;1940;;;['Documentário'];['Adolfo Coelho'];[];[];{}
As Festas do Duplo Centenário;1940;N/C;66m 59s;['Documentário'];['António Lopes Ribeiro'];[];[];{'Direcção de Som': [['Luís Sousa Santos', 'Paulo de Brito Aranha']], 'Fotografia': [['Manuel Luís Vieira', 'Artur Costa de Macedo', 'Salazar Diniz', 'Octávio Bobone']], 'Montagem': [['Vieira de Sousa']], 'Produção': [['SPN - Secretariado da Propaganda Nacional']]}
Festa do Concelho de Vila da Feira;1940;;;['Documentário'];[];[];[];{}
Ferrania;1940;;;['Documentário'];[];[];[];{}
Estátuas de Lisboa;1940;;;['Documentário'];[];[];[];{'Produção': [['Raul Lopes Freire']]}
