Title;Year;Classification;Duration;Genre;Directors;Writers;Cast;TechCrew
Beleza Dura;1987;;;['Curta-metragem'];['João Sodré'];['João Sodré'];[];{'Montagem': [['João Sodré']]}
8 8;2001;;;['Drama', 'Telefilme'];['Edgar Pêra'];['Pedro Marta Santos'];['Adriana Santana', 'Bruno Bravo', 'Carla Bolito', 'Ivo Serra', 'João Reis', 'Miguel Guilherme', 'Nuno Melo', 'Sara Butler'];{'Assistente de Câmara': [['Daniel Neves', 'David Valadão']], 'Casting': [['Patrícia Vasconcelos']], 'Chefe de Iluminação': [['João Pequeno']], 'Co-Produção': [['SIC Filmes', 'Animatógrafo']], 'Direcção de Arte': [['Sérgio Costa']], 'Direcção de Produção': [['Cristina Soares']], 'Efeitos Sonoros': [['John Fewell']], 'Fotografia': [['Rita Lello']], 'Mistura de Som': [['Branko Neskov']], 'Montagem': [['João Braz']], 'Montagem de Som': [['Elsa Ferreira', 'Natália Lopes', 'Vasco Pimentel']], 'Música': [['Vítor Ruas']], 'Produtor': [['Manuel S. Fonseca', 'António da Cunha Telles']], 'Som': [['Vasco Pimentel']]}
Lisbon Revisited;2014;;66 min;['Experimental'];['Edgar Pêra'];['Edgar Pêra'];[];{'Produção': [['Bando à Parte']], 'Produtor': [['Rodrigo Areias']], 'Texto': [['Fernando Pessoa']], 'Voz': [['Marina Albuquerque', 'Claudia Clemente', 'Henrique Clemente Pêra', 'Amarante Abramovici', 'Miguel Borges', 'Nuno Melo', 'Jonathan Weightman', 'Maya Booth', 'Keith Esher Davis', 'Rui Santos']]}
Cavalo Dinheiro;2014;N/C;;['Ficção'];['Pedro Costa'];['Pedro Costa'];['António Santos', 'Benvindo Tavares', 'Tito Furtado', 'Ventura', 'Ventura', 'Vitalina Varela'];{'Apoio Financeiro': [['ICA - Instituto do Cinema e do Audiovisual']], 'Fotografia': [['Pedro Costa', 'Leonardo Simões']], 'Guião': [['Pedro Costa']], 'Montagem': [['João Dias']], 'Produção': [['OPTEC Filmes']], 'Produtor': [['Abel Ribeiro Chaves']]}
Teles;2012;;13 min;['Documentário', 'Curta-metragem', 'Filme de Escola'];['José Magro'];[];[];{'Fotografia': [['Gerardo Burmester', 'José Magro']], 'Montagem': [['Gerardo Burmester']], 'Produção': [['Universidade Católica do Porto']], 'Som': [['José Dinis Henriques']]}
Isa;2014;;15 min;['Curta-metragem'];['Patrícia Vidal Delgado'];['Patrícia Vidal Delgado'];['Gany Ferreira', 'José Carlos Cardoso', 'Rita Cruz', 'Sofia Furtado', 'Welket Bungué'];{'Anotação': [['Leonor Teles']], 'Assistente de Câmara': [['António Silva (II)', 'Miguel Malheiros']], 'Assistente de Produção': [['Mariana Carvalho']], 'Assistente de Realização': [['Emídio Miguel']], 'Caracterização': [['Magda Casqueiro']], 'Chefe de Produção': [['Daniela Soares']], 'Chefe Electricista': [['António Milheiro']], 'Colorista': [['Marco Amaral']], 'Direcção de Fotografia': [['Eberhard Schedl']], 'Direcção de Som': [['António Pedro Figueiredo']], 'Efeitos Especiais': [['Magda Casqueiro']], 'Maquilhagem': [['Magda Casqueiro']], 'Montagem': [['Tomás Baltazar']], 'Pós-Produção Audio': [['Rúben Costa']], 'Produção': [['Vende-se Filmes']], 'Produtor': [['Filipa Reis']], 'Som': [['Ricardo Leal']]}
Far From Everything - White Haus;2014;;;['Videoclip'];['Vasco Mendes'];[];['Sophie Traverse'];{'Mistura de Som': [['João Moreira (IV)']], 'Música': [['João Vieira']], 'Produção': [['João Vieira']]}
Fontelonga;2010;;14 min;['Documentário', 'Curta-metragem', 'Filme de Escola'];['Luís Costa'];[];[];{'Assistente de Realização': [['Rui Ferreira']], 'Assistente de Som': [['João Rueff']], 'Correção de Cor': [['António Pinheiro']], 'Fotografia': [['Luís Costa', 'Rui Ferreira']], 'Montagem': [['Francisco Gomes', 'Luís Costa']], 'Música': [['Danny Norbury']], 'Produção': [['Universidade Católica do Porto']], 'Produtor': [['Simon de Sousa', 'Filipe Girão']], 'Som': [['Tiago Cardoso']]}
Síndrome de Stendhal;2008;N/C;7m 30s;['Curta-metragem'];['Patrick Mendes'];['Patrick Mendes'];['Teresa Tavares'];{'Adereços': [['Aníbal Santos']], 'Assistente de Imagem': [['Mário Costa']], 'Direcção de Arte': [['Filipe Romão']], 'Direcção de Fotografia': [['Daniel Neves']], 'Direcção de Produção': [['Ana Jordão']], 'Maquilhagem': [['Maria Galhardo']], 'Montagem': [['Pedro Filipe Marques']], 'Produção': [['JumpCut']], 'Som': [['Carlos Vicente']]}
A Herdade dos Defuntos;2013;;10 min;['Curta-metragem', 'Terror'];['Patrick Mendes'];[];['Cláudia Jardim', 'Pedro Lacerda', 'Tiago Barbosa', 'Victor  Gonçalves'];{'Caracterização': [['Rita de Castro']], 'Produtor': [['Patrick Mendes']]}
Concierges;2006;;49 min;['Documentário'];['Andreia Barbosa'];[];[];{'Guião': [['Andreia Barbosa']], 'Imagem': [['João Ribeiro']], 'Montagem': [['Chrystel Dewynther']], 'Produção': [['Fado Filmes']], 'Som': [['Sophie Laumondais', 'Yolande Decarsin']]}
Enquanto Esta Língua For Cantada;2012;;51 min;['Documentário'];['João Botelho'];['João Botelho'];['Catarina Wallenstein', 'Gabriel Gomes', 'Paulo Meirinhos'];{'Canções por': [['Catarina Wallenstein']], 'Chefe de Produção': [['Pedro Bento']], 'Guarda-Roupa': [['Vera Midões']], 'Imagem': [['João Ribeiro']], 'Mistura de Som': [['Paulo Abelho', 'João Eleutério']], 'Montagem': [['João Braz']], 'Música das Canções': [['Gabriel Gomes']], 'Produção': [['Ar de Filmes']], 'Produtor': [['Alexandre Oliveira']]}
O País Aonde Nunca Se Regressa;2005;N/C;52 min;['Documentário'];['José Vieira'];[];[];{'Apoio': [['Fundação Calouste Gulbenkian']]}
A Baleia Branca - Uma Ideia de Deus;2007;M/6;53 min;['Documentário'];['João Botelho'];['João Botelho'];['António Pires', 'Graciano Dias', 'João Barbosa', 'José Airosa', 'Maria João Cruz', 'Maria Rueff', 'Miguel Borges', 'Miguel Guilherme', 'Milton Lopes', 'Ricardo Aibéo', 'Rui Morrison'];{'Autor da Obra Original': [['Herman Melville']], 'Direcção de Fotografia': [['João Ribeiro']], 'Maquilhagem': [['Sergio Alxeredo']], 'Montagem': [['Vanessa Pimentel']], 'Música': [['Paulo Abelho', 'João Eleutério']], 'Produção': [['RTP', 'Ar de Filmes']], 'Produtor': [['Alexandre Oliveira']], 'Produtor Associado': [['Rita Simão']], 'Som': [['Francisco Veloso']]}
Uma Vida Nova;2006;;24 min;['Documentário'];['Nuno Pires'];[];[];{}
O Cinema Português;2003;;60 min;['Documentário'];['Francisco Manso'];['Francisco Manso', 'François Le Bayon'];['José de Matos-Cruz', 'Rogério Gil'];{'Direcção de Fotografia': [['João de Goes']], 'Montagem': [['Luís Sobral']], 'Produção': [['RTP']], 'Produtor': [['Francisco Manso']]}
667 - O Vizinho da Besta;2006;M/14;77 min;['Comédia', 'Horror'];['Eduardo Condorcet'];['Carlos Costa', 'Catarina Martins', 'Ana Vitorino'];['Ana Azevedo', 'Ana Vitorino', 'Carlos Costa', 'Catarina Martins', 'Fernando Moreira'];{'Adereços': [['Luísa Soares']], 'Assistente de Produção': [['Pedro Carreira', 'Ágata Fino']], 'Assistente de Som': [['Joana Gaio Monteiro']], 'Câmara': [['Rodrigo Areias', 'Eduardo Condorcet']], 'Captação de Som': [['Vasco Carvalho']], 'Catering': [['Baixá Tola']], 'Direcção de Fotografia': [['Carlos Ruiz']], 'Direcção de Som': [['Panos Tzelekis']], 'Figurinos': [['Paulo Soares (II)']], 'Montagem': [['Eduardo Condorcet']], 'Música': [['João Martins']], 'Produção': [['Estação de Serviço', 'Visões Úteis', 'Contracosta Produções']], 'Produtor': [['Francisco Villa-Lobos']], 'Secretária de Produção': [['Célia Gancho']]}
José Bonifácio;2013;;51 min;['Documentário'];['Francisco Manso'];['Francisco Manso', 'Francisco Castro Rego'];[];{'Produtor': [['Francisco Manso']]}
O Homem que Remava o Barco;2013;;10m 30s;['Curta-metragem', 'Filme de Escola'];['Bruno Rosa'];['Bruno Rosa', 'Simão Maria'];['Alexandre Barata', 'Mia Tomé', 'Pedro Bernardino'];{'Apoio Financeiro': [['ICA - Instituto do Cinema e do Audiovisual']], 'Assistente de Imagem': [['Guilherme Daniel']], 'Assistente de Realização': [['Ricardo Trindade', 'Edi Miguel']], 'Correção de Cor': [['Lee Furzeta']], 'Direcção de Arte': [['Ricardo Trindade']], 'Direcção de Som': [['Pedro Balazeiro']], 'Montagem': [['Bruno Rosa']], 'Música': [['André Leite']], 'Produção': [['UBI - Universidade da Beira Interior']]}
Um Documentário Bestial;2013;M/6;10 min;['Curta-metragem'];['Nuno Costa II'];[];[];{'Animação': [['César Duarte']], 'Câmara': [['Sandro Costa', 'Abel Rosa', 'João Trindade', 'Bruno Alves', 'Zito Colaço']], 'Captação de Som': [['Hélder Fernandes']], 'Guião': [['Abel Rosa', 'Nuno Costa', 'Carla Pinho']], 'Narração': [['Rui Reininho', 'Adolfo Luxúria Canibal']], 'Produção': [['Sofia Martinho']], 'Sonoplastia': [['Nuno Andrade']]}
As Águas de Sua Mãe;2013;;80 min;['Drama', 'Filme de Escola'];['Paulo Lima'];['Paulo Lima'];['Carolina Pereira', 'Fernando Sena', 'Manuela Penafria'];{'Apoio Financeiro': [['ICA - Instituto do Cinema e do Audiovisual']], 'Direcção de Arte': [['Vanessa Duarte']], 'Direcção de Fotografia': [['Cláudia Ribeiro']], 'Direcção de Som': [['Paulo Lima']], 'Montagem': [['Paulo Lima', 'Hugo Pereira']], 'Música': [['André Silvestre']], 'Produção': [['UBI - Universidade da Beira Interior']], 'Produtor': [['Paulo Lima', 'Renata Francisco', 'Cláudia Ribeiro']]}
Os Sonâmbulos;2014;;22 min;['Curta-metragem'];['Patrick Mendes'];[];['Claúdio da Silva', 'Rogério Nuno Costa'];{'Direcção de Fotografia': [['João Pedro Gomes']], 'Montagem': [['Patrick Mendes']], 'Produtor': [['Patrick Mendes']], 'Som': [['Ricardo Leal']]}
Ruy Belo, Era Uma Vez;2014;;60 min;['Documentário'];['Fernando Centeio', 'Nuno Costa Santos'];[];[];{'Direcção de Fotografia': [['Pedro Loureiro']], 'Outros': [['Luís Alegre', 'Rui Pereira Jorge']], 'Produção': [['ZulFilmes']]}
Perdidamente Florbela;2012;;155m 14s;['Drama', 'Telefilme', 'Série'];['Vicente Alves do Ó'];[];['Albano Jerónimo', 'Dalila Carmo', 'Graciano Dias', 'Ivo Canelas', 'José Neves'];{'1º Assistente de Realização': [['Cesário Monteiro']], 'Direcção de Arte': [['Silvia Grabowski']], 'Direcção de Fotografia': [['Luís Branquinho']], 'Direcção de Produção': [['Diana Coelho']], 'Distribuição': [['Marfilmes']], 'Efeitos Visuais': [['Irma Lucia']], 'Figurinos': [['Silvia Grabowski']], 'Guarda-Roupa': [['Rosário Moreira']], 'Montagem': [['João Braz']], 'Produção': [['Ukbar Filmes']], 'Produtor': [['Pablo Iraola', 'Pandora da Cunha Telles']], 'Som': [['Jaime Barros']]}
Outono;2014;;11 min;['Curta-metragem'];['Marco Amaral'];['Marco Amaral'];['Elsa Pinto', 'Tiago Cardoso'];{'Montagem': [['Marco Amaral']], 'Montagem de Som': [['Tiago Matos']], 'Produção': [['Ukbar Filmes']], 'Produtor': [['Pablo Iraola', 'Pandora da Cunha Telles']], 'Som': [['Rodrigo Candeias']]}
A Gravura: Esta Mútua Aprendizagem;2008;;;['Documentário'];['Jorge Silva Melo'];[];[];{'Assistente de Montagem': [['Miguel Aguiar']], 'Correção de Cor': [['Graça Castanheira']], 'Direcção de Fotografia': [['José Luís Carvalhosa']], 'Mistura de Som': [['Miguel Martins']], 'Montagem': [['Vítor Alves']], 'Produção': [['Artistas Unidos']], 'Som': [['Armanda Carvalho', 'Quintino Bastos']]}
A África de José Guimarães;2007;;;['Documentário'];['Jorge Silva Melo', 'Miguel Aguiar'];[];[];{'Apoio': [['Guimarães 2012 -Capital Europeia da Cultura']], 'Assistente de Imagem': [['César Casaca', 'Paulo Menezes']], 'Direcção de Fotografia': [['José Luís Carvalhosa']], 'Montagem': [['Miguel Aguiar', 'Vítor Alves']], 'Música': [['João Madeira']], 'Produção': [['Artistas Unidos']], 'Som': [['Armanda Carvalho']]}
Bicicleta;2014;;45 min;['Curta-metragem'];['Luís Vieira Campos'];['Valter Hugo Mãe'];['Adelaide Teixeira', 'Joana Esteves', 'Jorge Loureiro', 'Miguel Rubim', 'Rute Miranda', 'Sandra Salomé'];{'Assistente de Câmara': [['Pedro Augusto Almeida', 'André Guiomar']], 'Colorista': [['Marco Amaral']], 'Direcção de Fotografia': [['Manuel Pinto Barros']], 'Montagem de Som': [['Pedro Adamastor']], 'Produção': [['Filmes Liberdade']]}
As Conversas de Leça em Casa de Álvaro Lapa;2006;;160 min;['Documentário'];['Jorge Silva Melo'];[];['Álvaro Lapa'];{'Apoio': [['Fundação de Serralves', 'Neupergama', 'Fundação EDP', 'Editorial Caminho', 'Fundação Calouste Gulbenkian', 'Galeria Fernando Santos']], 'Direcção de Fotografia': [['Rui Poças']], 'Montagem': [['Vítor Alves']], 'Produção': [['Artistas Unidos', 'Rogério Ceitil Audiovisuais']], 'Produtor': [['Manuel João Águas']], 'Som': [['Emídio Buchinho']]}
O Regresso;2012;;72 min;['Documentário'];['Júlio Alves'];['Júlio Alves'];[];{'Produção': [['Ukbar Filmes', 'Midnight Express']], 'Produtor': [['Pandora da Cunha Telles', 'Pablo Iraola']]}
Rasgar o Céu;2013;M/6;87 min;['Documentário'];['Horacio Alcalá'];['Horacio Alcalá'];['Antonio Segura', 'Damian Istria', 'Erika Nguyen', 'Max La Sala'];{'Cinematografia': [['David Palacios']], 'Direcção de Produção': [['Carlos Batres']], 'Montagem': [['Nacho Ruiz Capillas']], 'Produção': [['Latido Films', 'Ukbar Filmes']], 'Produtor': [['Pablo Iraola', 'Pandora da Cunha Telles']]}
Conversas com Glicínia;2004;;55 min;['Documentário'];['Jorge Silva Melo'];[];[];{'Apoio Financeiro': [['ICAM']], 'Assistente de Realização': [['Joana Frazão']], 'Fotografia': [['Rui Poças']], 'Montagem': [['Vítor Alves']], 'Produção': [['Artistas Unidos', 'Rogério Ceitil Audiovisuais']], 'Produtor': [['Manuel João Águas']], 'Som': [['Emídio Buchinho']]}
Álvaro Lapa: a Literatura;2008;;101 min;['Documentário'];['Jorge Silva Melo'];[];['Álvaro Lapa', 'Jorge Silva Melo', 'Pedro Gil'];{'Apoio': [['Fundação de Serralves', 'Fundação EDP', 'Galeria Neupergama', 'Fundação Calouste Gulbenkian', 'Galeria Fernando Santos']], 'Assistente de Imagem': [['César Casaca', 'Lisa Persson', 'David Matos']], 'Assistente de Realização': [['António Simão', 'Américo Silva', 'Maria Schiappa', 'Joana Frazão', 'João Miguel Rodrigues']], 'Cinematografia': [['Rui Poças', 'José Luís Carvalhosa']], 'Colaboração': [['Rogério Ceitil Audiovisuais']], 'Montagem': [['Vítor Alves']], 'Produção': [['Artistas Unidos']], 'Produtor': [['Manuel João Águas']]}
Deus Dará;2013;;22 min;['Curta-metragem'];['Tiago Rosa-Rosso'];['Tiago Rosa-Rosso'];['Arnaldo Pessoa', 'David Vieira', 'Guido Maretto', 'Ivo Vieira', 'Lorenzo Pini', 'Miguel Monteiro', 'Sérgio Pinhão', 'Tiago Rosa-Rosso', 'Victor Baptista'];{'Assistente de Realização': [['Ivo Vieira']], 'Direcção de Fotografia': [['Tiago Rosa-Rosso']], 'Edição': [['Tiago Rosa-Rosso']], 'Imagem': [['Martino Gliozzi', 'Ivo Vieira', 'Tiago Rosa-Rosso']], 'Produção': [['Fixe Fish Film']], 'Produtor': [['Andreia Costa', 'Tiago Rosa-Rosso', 'André Torres', 'Ivo Vieira']], 'Som': [['Tiago Rosa-Rosso', 'Marc David']]}
Levantamento;2014;;25 min;['Curta-metragem'];['Jacinto Lucas Pires'];[];['Paula Diogo', 'Tiago Rodrigues'];{'Assistente de Imagem': [['Francisco Lima']], 'Assistente de Realização': [['Luis Lisboa']], 'Imagem': [['João Lança Morais']], 'Montagem': [['Sara Marques']], 'Música': [['O Deserto Branco']], 'Produção': [['Take It Easy']], 'Produtor': [['Frederico Serra', 'Janine Lages', 'Andreia Nunes']], 'Som': [['Pedro Melo']]}
Hospedaria;2014;;22 min;['Curta-metragem'];['Pedro Neves'];[];[];{}
Fuligem;2014;;14 min;['Animação'];['David Doutel', 'Vasco Sá'];['David Doutel', 'Vasco Sá', 'Pedro Bastos'];[];"{'Animação': [['Vitor Hugo Rocha', 'David Doutel', 'Vasco Sá', 'André English', 'Laura Gonçalves', ""Paulo D'Alva"", 'Alexandra Ramires (Xá)', 'Diana Peixoto']], 'Montagem': [['David Doutel', 'Vasco Sá']], 'Música': [['Rita Redshoes', 'The Legendary Tigerman']], 'Produção': [['Bando à Parte']], 'Produtor': [['Rodrigo Areias']], 'Som': [['Pedro Ribeiro', 'Pedro Marinho']]}"
Fortunato - D'aqui até S. Torcato;2014;;22 min;['Curta-metragem'];['João Rodrigues'];[];[];{'Produção': [['Guimarães 2012 - Capital Europeia da Cultura']]}
Carne;2010;;20 min;['Curta-metragem'];['Carlos Conceição'];['Carlos Conceição'];['Anabela Moreira', 'Carloto Cotta', 'Eduardo Moreira', 'Eduardo Sobral', 'Ricardo Sá'];{'Assistente de Câmara': [['Inês Pestana']], 'Chefe Electricista': [['Filipe Saraiva']], 'Cinematografia': [['Vasco Viana']], 'Direcção de Arte': [['João Rui Guerra da Mata']], 'Electricista': [['Rui Pereira']], 'Maquilhagem': [['Rita Alvares Pereira']], 'Mistura de Som': [['Nuno Carvalho']], 'Montagem': [['Carlos Conceição']], 'Produção': [['Uzi Filmes', 'Blackmaria']], 'Produtor': [['Carlos Conceição']], 'Produtor Associado': [['João Figueiras']]}
Sara e a Sua Mãe;2014;;9 min;['Curta-metragem'];['Teresa Villaverde'];[];[];{'Produção': [['Ukbar Filmes']]}
False Twins;2014;;21 min;['Curta-metragem'];['Sandro Aguilar'];['Sandro Aguilar'];[];{'Correção de Cor': [['Paulo Américo']], 'Imagem': [['Rui Xavier']], 'Mistura de Som': [['Tiago Matos']], 'Montagem': [['Sandro Aguilar']], 'Produção': [['O Som e a Fúria']], 'Produtor': [['Sandro Aguilar', 'Luis Urbano']]}
Miami;2014;N/C;15 min;['Curta-metragem'];['Simão Cayatte'];['Simão Cayatte'];['Alba Baptista', 'Filipa Louceiro', 'Leonor Vale', 'Márcia Campos', 'Nazaré Sousa Coutinho', 'Raquel Castro'];{'1º Assistente de Realização': [['Emídio Miguel']], 'Cinematografia': [['Carlos Nogueira de Melo']], 'Direcção de Arte': [['Sofia Leite', 'Bernardo Gramaxo']], 'Montagem': [['Tomás Baltazar', 'Gonçalo Verdasca']], 'Produção': [['Ukbar Filmes']], 'Produtor': [['Pandora da Cunha Telles', 'Pablo Iraola']]}
O Triângulo Dourado;2014;;17m 43s;['Curta-metragem'];['Miguel Clara Vasconcelos'];['Miguel Clara Vasconcelos'];['Sheylla Barros'];{'Cinematografia': [['Miguel Clara Vasconcelos', 'Sarah Cunningham']], 'Desenho de Som': [['Pedro Góis']], 'Direcção Musical': [['Gustavo Costa']], 'Montagem': [['Miguel Clara Vasconcelos']], 'Produção': [['Amélie Quéret', 'Miguel Clara Vasconcelos']]}
O Cinema Morreu!;2014;N/C;10 min;['Curta-metragem'];['Rodrigo Areias'];['Rodrigo Areias'];['Acácio de Almeida'];{'Apoio Financeiro': [['ICA - Instituto do Cinema e do Audiovisual', 'RTP']], 'Diálogos': [['Rodrigo Areias']], 'Fotografia': [['Paulo Abreu', 'Jorge Quintela']], 'Guião': [['Rodrigo Areias']], 'Montagem': [['Rodrigo Areias']], 'Produção': [['Bando à Parte']], 'Produtor': [['Rodrigo Areias']], 'Som': [['Pedro Marinho', 'Pedro Ribeiro']]}
First Light;2014;;6 min;['Curta-metragem'];['Mariana Gaivão'];[];[];{}
Zeroville;2013;N/C;23 min;['Curta-metragem', 'Filme de Escola'];['Sérgio Pedro Ribeiro'];[];[];{'Produção': [['ESAD.CR']]}
Le Boudin;2014;;20 min;['Curta-metragem', 'Experimental'];['Salomé Lamas'];['Salomé Lamas'];['Elias Geißler', 'Nuno Fialho'];{'Fotografia': [['Salomé Lamas', 'Mónica Lima']], 'Montagem': [['Salomé Lamas']], 'Produtor': [['Salomé Lamas']], 'Som': [['Bruno Moreira', 'Carlos Godinho']]}
Frente ao Nosso Espelho;2011;;5 min;['Curta-metragem'];['Luís Filipe Gil Costa'];['Luís Filipe Gil Costa'];['Eunice Correia', 'Vasco Rosa'];{'Assistente de Câmara': [['Pedro Cardita']], 'Assistente de Produção': [['Ana Rita Braz']], 'Assistente de Realização': [['Miguel Munhá']], 'Cinematografia': [['Miguel Godinho']], 'Direcção de Produção': [['Marta Soares']], 'Maquilhagem': [['Tita Martins']], 'Montagem': [['Bruna Galveias']], 'Música': [['Luís Filipe Gil Costa']], 'Outros': [['Tiago Pereira']], 'Produção': [['Byron Produções']], 'Produtor Executivo': [['Vasco Rosa']]}
Os Demónios da Liberdade;1976;;20 min;['Curta-metragem'];['João Paulo Ferreira'];[];[];{}
Fatucha Superstar;1976;;43 min;['Musical'];['João Paulo Ferreira'];['João Paulo Ferreira'];['Domingos Oliveira', 'Fefa Putollini', 'J.M. Rodrigues', 'João Carlos II', 'José Cabecinha'];{'Assistente de Realização': [['Óscar Alves']], 'Cenários': [['Óscar Alves']], 'Figurinos': [['Óscar Alves']], 'Fotografia': [['João Paulo Ferreira']], 'Montagem': [['João Paulo Ferreira']], 'Produção': [['Cineground']], 'Texto': [['João Paulo Ferreira']]}
O Processo Andrómeda;1984;;43 min;['Curta-metragem', 'Filme Amador'];['Vítor Silva'];[];[];{}
Gota de Mel;1976;;43 min;['Curta-metragem', 'Filme Amador'];['António Cunha'];[];[];{}
A mulher morena;2008;;24 min;['Curta-metragem'];['Claudia Clemente'];[];['Benjamin Brodbeck', 'Jorge Vasques', 'Margarida Cardeal', 'Pep Tosar'];{'Anotação': [['Vítor Almeida']], 'Assistente de Imagem': [['Nuno Egreja', 'João Miguel Silva']], 'Assistente de Realização': [['João Seiça']], 'Câmara': [['Mário Castanheira']], 'Direcção de Arte': [['Claudia Clemente']], 'Fotografia': [['Ana Almeida']], 'Guarda-Roupa': [['Carla Belchior']], 'Montagem': [['Claudia Clemente', 'Nuno Egreja']], 'Pós-Produção Audio': [['Carlos Nascimento']], 'Produção': [['Paula Coelho', 'Cátia Carlos', 'Claudia Clemente']], 'Som': [['Carlos Nascimento', 'Ricardo Ganhão']]}
Blind Date;2013;;9m 31s;['Curta-metragem'];['Claudia Clemente'];['Claudia Clemente'];[];{'Fotografia': [['João Miguel Silva']], 'Montagem': [['Edgar Pêra']], 'Produtor': [['Claudia Clemente']]}
Lemúria;2009;;22 min;['Curta-metragem', 'Ficção-Científica', 'Filme de Escola'];['José Ratinho'];['José Ratinho'];['Alexandre da Silva', 'Eliseu Maia', 'Mafalda Teixeira', 'Matilde Ramos', 'Nuno Roque', 'Pedro Falcão'];{'2º Assistente de Realização': [['Telmo Martins']], 'Animação 3D': [['Telmo Martins']], 'Apoio Financeiro': [['ICA - Instituto do Cinema e do Audiovisual']], 'Assistente de Produção': [['Eliseu Maia']], 'Assistente de Realização': [['Ivo Silva']], 'Assistente de Som': [['Pedro Falcão']], 'Direcção de Fotografia': [['Paulo Castilho']], 'Direcção de Som': [['João Gazua']], 'Efeitos Visuais': [['Ivo Silva']], 'Iluminação': [['Dany Horiuchi', 'Rui Rodrigues']], 'Montagem': [['Ivo Silva']], 'Produção': [['UBI - Universidade da Beira Interior']], 'Produtor': [['Ivo Silva']]}
Do Outro Lado da Rua;2013;;12m 44s;['Curta-metragem', 'Filme de Escola'];['Pedro Bessa'];['Pedro Bessa'];['Afonso Lagarto', 'Carmen Santos', 'José Eduardo', 'Marta Andrino'];{'Assistente de Realização': [['Fernando Cabral (II)']], 'Direcção de Arte': [['Pedro Bessa']], 'Direcção de Fotografia': [['Afonso Silva de Brito']], 'Figurinos': [['Rita Rosa']], 'Maquilhagem': [['Bé Jesus']], 'Montagem': [['Pedro Bessa']], 'Produção': [['UBI - Universidade da Beira Interior']], 'Produtor': [['Diana Magalhães']]}
Tio Tomás e a Contabilidade dos Dias;2014;;;['Animação'];['Regina Pessoa'];[];[];{}
Amélia & Duarte;2014;M/6;;['Animação'];['Mónica Santos', 'Alice Eça Guimarães'];[];[];{'Apoio': [['Ciclope Filmes']], 'Apoio Financeiro': [['ICA - Instituto do Cinema e do Audiovisual']], 'Produção': [['Filmógrafo']], 'Produtor': [['Abi Feijó', 'Marta Lima']]}
Santuário;2007;M/14;23m 28s;['Curta-metragem', 'Filme de Escola'];['José Ratinho'];['Ana Almeida', 'Daniela Costa', 'José Ratinho', 'Isabel Garcia', 'Cassilda Pascoal', 'Ivo Silva'];['Alexandre Banhudo', 'José Domingues', 'Luís Martins Saraiva', 'Manuela Penafria', 'Philippe Paulo', 'Rui Antunes', 'Rui Ribeiro', 'Rui Santos', 'Steve Stoer', 'Teresa Tavares', 'Tito Cardoso e Cunha'];{'Apoio Financeiro': [['ICA - Instituto do Cinema e do Audiovisual']], 'Assistente de Fotografia': [['Teresa Magalhães', 'Humberto Rocha', 'Hugo Moreira']], 'Assistente de Realização': [['Isabel Garcia', 'Luís Campos (II)', 'Ivo Silva']], 'Direcção de Arte': [['Daniela Costa', 'Cassilda Pascoal', 'Ana Almeida']], 'Direcção de Fotografia': [['Steve Stoer']], 'Guarda-Roupa': [['Ana Almeida']], 'Montagem': [['Ivo Silva']], 'Produção': [['UBI - Universidade da Beira Interior']], 'Produtor': [['Ana Almeida', 'Cassilda Pascoal', 'Isabel Garcia', 'Daniela Costa']], 'Som': [['Nicolau Gomes', 'Daniela Costa', 'Luís Martins Saraiva', 'Ana Almeida']]}
Thaumatrope;2009;;;['Curta-metragem', 'Filme de Escola'];['Albano Fernandes'];[];['António Amaral', 'Mariana Souza', 'Miguel Martins', 'Orlando Costa'];{'Apoio Financeiro': [['ICA - Instituto do Cinema e do Audiovisual']], 'Assistente de Imagem': [['Ricardo Praça']], 'Assistente de Realização': [['Victor Carvalho']], 'Assistente de Som': [['Eliseu Maia']], 'Decoração': [['Filósofo Ulisses']], 'Iluminação': [['Ricardo Frade']], 'Montagem': [['Ricardo Rodrigues']], 'Música': [['Mário A. Dinis']], 'Músicos': [['Carlos Ferreira', 'Thibould Lecarpentier', 'Mário Dinis', 'Miguel Cordeiro']], 'Produção': [['UBI - Universidade da Beira Interior']], 'Som': [['Tiago Silva']]}
Ubíquo;2008;;13m 51s;['Curta-metragem', 'Filme de Escola'];['Bruno Costa'];[];['António Évora', 'Beto Coville', 'João Louro', 'João Vaz', 'Joaquina Chicau', 'José Neves', 'Luís Noutel', 'Miguel Ribeiro', 'Susana Sopa', 'Tiago Carmo'];{'Apoio Financeiro': [['ICA - Instituto do Cinema e do Audiovisual']], 'Música': [['João Clemente', 'João Lucas', 'Pedro Cruz', 'Francisco Ramos', 'André Vaz']], 'Produção': [['UBI - Universidade da Beira Interior']]}
